id,name,email,country,region,loyalty_tier,carbon_offset_opt_in
1555,Wanda Stephens,johnstonjonathan@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
1556,Carmen Perez,tracy55@example.net,SPAIN,EUROPE,NONE,FALSE
1557,Kelly Weiss,barbarabrady@example.net,AUSTRALIA,APAC,NONE,FALSE
1558,Ashley Bowman,smoore@example.org,UNITED STATES,AMERICA,NONE,TRUE
1559,Stephanie Costa,simpsonruth@example.net,UNITED STATES,AMERICA,NONE,FALSE
1560,Dana Sullivan,amberdavis@example.org,NETHERLANDS,EUROPE,NONE,FALSE
1561,Andre Martinez,mariabecker@example.org,UNITED STATES,AMERICA,NONE,FALSE
1562,Trevor Henderson,dorothy09@example.com,NETHERLANDS,EUROPE,NONE,TRUE
1563,James Torres,lreid@example.org,GERMANY,EUROPE,NONE,FALSE
1564,Vanessa Porter,anthony76@example.net,AUSTRALIA,APAC,NONE,FALSE
1565,Jenny Matthews,stacy70@example.com,AUSTRALIA,APAC,NONE,FALSE
1566,John Bullock,fking@example.org,SWEDEN,EUROPE,NONE,TRUE
1567,Ronald Welch,gibsonkaitlyn@example.org,GERMANY,EUROPE,GREEN,TRUE
1568,Julie Morris,arobinson@example.org,UNITED STATES,AMERICA,NONE,TRUE
1569,Carl Huffman,wallssean@example.net,UNITED STATES,AMERICA,NONE,FALSE
1570,Donald Cunningham,kingdavid@example.net,SPAIN,EUROPE,NONE,TRUE
1571,Steven Carter Jr.,carolyn61@example.net,SPAIN,EUROPE,GREEN,TRUE
1572,Ryan Gonzalez,ywright@example.net,UNITED KINGDOM,EUROPE,SILVER,FALSE
1573,Susan Barton,turnerjeffrey@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
1574,Katherine Reeves,garciadonald@example.net,FRANCE,EUROPE,NONE,FALSE
1575,Lisa Johnson,srichardson@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
1576,Joseph Benson,barnesarthur@example.com,GERMANY,EUROPE,NONE,TRUE
1577,Jennifer Brown,natalie57@example.com,AUSTRALIA,APAC,NONE,TRUE
1578,Dana Reilly,davidmartin@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1579,Craig Keller,angela71@example.net,GERMANY,EUROPE,NONE,FALSE
1580,Jason Castro,jamesevans@example.net,UNITED STATES,AMERICA,GOLD,TRUE
1581,Alexandra Brown,rodriguezelizabeth@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1582,Elizabeth Cain,samantha73@example.org,GERMANY,EUROPE,NONE,FALSE
1583,Karen Lewis,paulschultz@example.net,NETHERLANDS,EUROPE,GOLD,FALSE
1584,Andrea Estrada,michellejones@example.net,UNITED STATES,AMERICA,NONE,TRUE
1585,Angel Martin DDS,xfranco@example.org,UNITED STATES,AMERICA,NONE,TRUE
1586,Jennifer Goodwin,harrellkimberly@example.org,AUSTRALIA,APAC,GOLD,FALSE
1587,Nicholas Brooks,oobrien@example.net,FRANCE,EUROPE,GOLD,TRUE
1588,Karen Avery,wlucas@example.net,UNITED STATES,AMERICA,NONE,FALSE
1589,Kyle Roberts,reynoldsanthony@example.org,FRANCE,EUROPE,NONE,FALSE
1590,Michele Waters,woodphillip@example.com,UNITED STATES,AMERICA,NONE,FALSE
1591,Victoria Peterson,samantha78@example.com,UNITED STATES,AMERICA,NONE,FALSE
1592,Seth Barker,taylordavis@example.com,GERMANY,EUROPE,GREEN,FALSE
1593,Kim Jensen,kingjoseph@example.com,FRANCE,EUROPE,GREEN,FALSE
1594,Linda Perez,rebecca93@example.com,GERMANY,EUROPE,SILVER,TRUE
1595,Cheryl Rogers,mramirez@example.com,AUSTRALIA,APAC,NONE,FALSE
1596,Chelsea Austin,leahbarker@example.org,AUSTRALIA,APAC,NONE,TRUE
1597,Heather Daniels,james79@example.net,SWEDEN,EUROPE,GREEN,TRUE
1598,Nathaniel Walter,jamietyler@example.com,JAPAN,ASIA,SILVER,FALSE
1599,Matthew Crawford,peterlove@example.net,SWEDEN,EUROPE,NONE,FALSE
1600,Glenn Scott,kingtammy@example.net,UNITED STATES,AMERICA,GREEN,TRUE
1601,Mrs. Chelsea Villa,jgibson@example.net,UNITED STATES,AMERICA,GREEN,TRUE
1602,Kayla Fisher,brent67@example.net,UNITED STATES,AMERICA,NONE,FALSE
1603,Jeffrey Edwards,herbertward@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
1604,Benjamin Rodriguez,david16@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1605,Matthew Brown,morganclaudia@example.com,CANADA,AMERICA,GOLD,TRUE
1606,David Robinson,sarah53@example.org,UNITED STATES,AMERICA,NONE,FALSE
1607,Kevin Farmer,lindabryan@example.org,UNITED STATES,AMERICA,NONE,TRUE
1608,Alicia Martin,lisa11@example.org,UNITED STATES,AMERICA,NONE,FALSE
1609,Connie Stevens,patricialowery@example.com,AUSTRALIA,APAC,NONE,TRUE
1610,David Parker,ogriffin@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
1611,Jennifer Wallace,jocelyncruz@example.net,FRANCE,EUROPE,GREEN,TRUE
1612,Allison Hubbard,nicolehenry@example.net,GERMANY,EUROPE,SILVER,FALSE
1613,Alex Romero,mmassey@example.org,NETHERLANDS,EUROPE,GREEN,FALSE
1614,Michael Burke,zjackson@example.org,UNITED STATES,AMERICA,SILVER,FALSE
1615,Harry Hill,rachel69@example.com,AUSTRALIA,APAC,NONE,TRUE
1616,Melissa Elliott,chavezlauren@example.com,NETHERLANDS,EUROPE,NONE,TRUE
1617,Heather Smith,bramsey@example.org,AUSTRALIA,APAC,GREEN,TRUE
1618,Gregory Adams,timothy23@example.net,UNITED STATES,AMERICA,NONE,FALSE
1619,Linda Patrick,wernermichael@example.org,CANADA,AMERICA,GREEN,FALSE
1620,Thomas Davis,wrightalicia@example.com,GERMANY,EUROPE,NONE,TRUE
1621,Edward Garrison,monica23@example.com,FRANCE,EUROPE,NONE,TRUE
1622,Joseph Hall,oliverashley@example.net,FRANCE,EUROPE,GREEN,TRUE
1623,Joshua Mcmahon,joelmorton@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
1624,Angela Mejia,lisa28@example.org,UNITED STATES,AMERICA,SILVER,TRUE
1625,Kristen Wood,ericfrederick@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
1626,Erika Jackson,william08@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1627,Jennifer Jackson,imoore@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
1628,Sandra Berry,steven72@example.net,NETHERLANDS,EUROPE,NONE,FALSE
1629,David Bowman,jonesnicholas@example.org,SPAIN,EUROPE,GOLD,TRUE
1630,Joseph Burns,upierce@example.com,CANADA,AMERICA,NONE,TRUE
1631,Julie Holland,kristin96@example.com,AUSTRALIA,APAC,NONE,FALSE
1632,Jennifer Gordon,cmartinez@example.org,UNITED STATES,AMERICA,NONE,FALSE
1633,Zachary Wilkinson,munozrobert@example.com,CANADA,AMERICA,NONE,FALSE
1634,Alexander Freeman,lewiskimberly@example.org,UNITED STATES,AMERICA,NONE,TRUE
1635,Kevin Blake,deborahturner@example.org,AUSTRALIA,APAC,GREEN,FALSE
1636,Steven Mckee,tommy77@example.com,SPAIN,EUROPE,GREEN,TRUE
1637,Julie Perry,sanchezdustin@example.net,SWEDEN,EUROPE,NONE,FALSE
1638,Elizabeth Brown,pblankenship@example.com,FRANCE,EUROPE,SILVER,FALSE
1639,Edward Nicholson,ewilliams@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
1640,Corey Weeks,alexgarcia@example.net,CANADA,AMERICA,SILVER,FALSE
1641,Debra Johnson,crystalwatson@example.com,FRANCE,EUROPE,NONE,FALSE
1642,Robert Stevens,justin08@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1643,Jeffrey Freeman,estradaamy@example.net,GERMANY,EUROPE,GOLD,FALSE
1644,Andrea Donaldson,trivera@example.com,UNITED STATES,AMERICA,SILVER,FALSE
1645,Madison Thomas,christopherreyes@example.com,SPAIN,EUROPE,NONE,TRUE
1646,Andrew Smith,jameshudson@example.com,SPAIN,EUROPE,GREEN,TRUE
1647,Sonya Simmons,veronica30@example.org,UNITED STATES,AMERICA,SILVER,FALSE
1648,Andrew Acosta,robinsonrose@example.org,SPAIN,EUROPE,NONE,TRUE
1649,Katherine Miller,vcain@example.net,FRANCE,EUROPE,GREEN,FALSE
1650,Jacqueline Harrison,barbara85@example.net,UNITED STATES,AMERICA,SILVER,FALSE
1651,Kelsey Contreras,linda33@example.org,GERMANY,EUROPE,GREEN,TRUE
1652,Dillon Case,victor60@example.net,FRANCE,EUROPE,NONE,TRUE
1653,Scott Rodriguez,angelarichard@example.org,UNITED STATES,AMERICA,NONE,FALSE
1654,Danielle Stein,terrywilliam@example.com,NETHERLANDS,EUROPE,SILVER,FALSE
1655,Jennifer Rivera,sanchezcindy@example.net,SPAIN,EUROPE,SILVER,TRUE
1656,Erik Small,bsullivan@example.org,JAPAN,ASIA,SILVER,FALSE
1657,William Cook,david37@example.com,UNITED STATES,AMERICA,NONE,FALSE
1658,Jennifer Lewis,satkinson@example.org,FRANCE,EUROPE,NONE,FALSE
1659,Carmen Moore,brittney11@example.org,SWEDEN,EUROPE,SILVER,TRUE
1660,Omar Hernandez,fvasquez@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1661,Wendy Smith,antoniocarter@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1662,Tamara Graves,williamspatricia@example.com,CANADA,AMERICA,NONE,FALSE
1663,Zachary Miller,mendezlori@example.org,UNITED STATES,AMERICA,GOLD,TRUE
1664,Stephanie Holloway,lrodriguez@example.com,GERMANY,EUROPE,GREEN,TRUE
1665,Kelly Decker,dillon79@example.com,FRANCE,EUROPE,SILVER,TRUE
1666,Ricardo Robertson,sobrien@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
1667,Samuel Ortega,wpatrick@example.net,FRANCE,EUROPE,SILVER,FALSE
1668,Matthew Briggs,proman@example.com,GERMANY,EUROPE,NONE,FALSE
1669,Christine Murray,benjaminbrown@example.org,FRANCE,EUROPE,NONE,FALSE
1670,Zachary Martinez,campbellmarvin@example.com,SWEDEN,EUROPE,GREEN,TRUE
1671,Michelle Graham,spearselizabeth@example.net,UNITED STATES,AMERICA,NONE,FALSE
1672,Laurie Pineda,pauladouglas@example.com,UNITED STATES,AMERICA,GREEN,TRUE
1673,Corey Jones,randalllinda@example.com,AUSTRALIA,APAC,NONE,FALSE
1674,Jonathan Barrett,ubowers@example.com,FRANCE,EUROPE,GREEN,TRUE
1675,Gabriel Levy,wbarrett@example.net,GERMANY,EUROPE,GREEN,FALSE
1676,Catherine Booth,stephanieperry@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
1677,Felicia Williams,johnmunoz@example.com,UNITED STATES,AMERICA,SILVER,TRUE
1678,Michelle Butler,welchjennifer@example.net,GERMANY,EUROPE,NONE,TRUE
1679,Aaron Webb,jasoncook@example.net,UNITED STATES,AMERICA,GOLD,TRUE
1680,Natasha Hill,lpreston@example.net,NETHERLANDS,EUROPE,GOLD,TRUE
1681,Christina Carrillo,gibsonjennifer@example.net,FRANCE,EUROPE,NONE,TRUE
1682,Zachary Bryant,marvin69@example.net,SWEDEN,EUROPE,SILVER,TRUE
1683,Amy Gallegos,mhickman@example.net,UNITED STATES,AMERICA,NONE,TRUE
1684,Ethan Garza,pbaker@example.org,UNITED STATES,AMERICA,GREEN,TRUE
1685,Mary Riley,hbaker@example.org,SWEDEN,EUROPE,GOLD,FALSE
1686,Trevor Cole,dsmith@example.org,GERMANY,EUROPE,GOLD,FALSE
1687,Denise Olsen,usmith@example.net,AUSTRALIA,APAC,GREEN,FALSE
1688,Patricia Alvarado,nzhang@example.net,GERMANY,EUROPE,GREEN,TRUE
1689,Donna Wilson,saraprice@example.net,GERMANY,EUROPE,GOLD,FALSE
1690,Joshua Gonzalez,pmiller@example.org,UNITED STATES,AMERICA,NONE,TRUE
1691,Alicia Anderson,gary44@example.com,GERMANY,EUROPE,NONE,FALSE
1692,Jeffery Daniel,connor44@example.net,UNITED STATES,AMERICA,NONE,FALSE
1693,Margaret Jones,morganfarrell@example.org,GERMANY,EUROPE,SILVER,TRUE
1694,Andrea Townsend,tammy17@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
1695,Ralph Chan,edixon@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
1696,Rachel Kelly,gomezpaul@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
1697,Danielle Smith,gayfrancis@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
1698,Robert Nichols,writter@example.net,JAPAN,ASIA,NONE,TRUE
1699,Gerald Price,ggarcia@example.com,UNITED STATES,AMERICA,NONE,TRUE
1700,Connor Walsh,cherryjulie@example.net,UNITED STATES,AMERICA,NONE,FALSE
1701,Phyllis Grant,phughes@example.com,UNITED STATES,AMERICA,NONE,FALSE
1702,Andrew Chavez,duncanandre@example.net,UNITED STATES,AMERICA,NONE,TRUE
1703,Mariah Perry,montesmichelle@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1704,Brendan Meyer,watkinsthomas@example.net,FRANCE,EUROPE,NONE,TRUE
1705,Molly Peterson DDS,hartmandanielle@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
1706,Rodney Carter,brownkevin@example.org,FRANCE,EUROPE,GREEN,FALSE
1707,Robyn Kidd,matthew61@example.net,UNITED STATES,AMERICA,NONE,TRUE
1708,Jonathan Rodgers,sjohnson@example.com,JAPAN,ASIA,NONE,TRUE
1709,Brandon Taylor,coxcody@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
1710,Emily Martinez,brandimiller@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
1711,Ryan Pierce,cainana@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
1712,Kimberly Escobar,craig60@example.com,FRANCE,EUROPE,GREEN,FALSE
1713,Jennifer Barrett,joyce21@example.org,FRANCE,EUROPE,NONE,TRUE
1714,Leah Rodriguez,zwilliams@example.com,AUSTRALIA,APAC,GOLD,TRUE
1715,Brian Moore,christopherjackson@example.net,FRANCE,EUROPE,NONE,FALSE
1716,Mercedes Garcia,ruizjessica@example.org,UNITED STATES,AMERICA,NONE,TRUE
1717,Tyler Shields,veronicasmith@example.net,UNITED STATES,AMERICA,NONE,FALSE
1718,Laura Blair,travisyoung@example.com,SPAIN,EUROPE,NONE,FALSE
1719,Michael Lee,max69@example.com,UNITED STATES,AMERICA,NONE,TRUE
1720,Donna Wright,mannjonathan@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
1721,Dr. Jared Lee III,barbaraolsen@example.net,NETHERLANDS,EUROPE,NONE,FALSE
1722,Michael Anderson,halljohn@example.org,CANADA,AMERICA,GREEN,TRUE
1723,Melinda Anderson,joshuarodriguez@example.org,UNITED STATES,AMERICA,NONE,TRUE
1724,Michelle Greer,gutierrezmatthew@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
1725,Nathaniel Floyd,mark66@example.net,GERMANY,EUROPE,GREEN,TRUE
1726,Denise Alvarado,jamiegomez@example.net,UNITED STATES,AMERICA,NONE,FALSE
1727,Mary Burns,samuel40@example.com,SPAIN,EUROPE,SILVER,TRUE
1728,Antonio Small,goodmanalice@example.org,JAPAN,ASIA,GREEN,FALSE
1729,Stanley Taylor,gregory07@example.net,FRANCE,EUROPE,GREEN,TRUE
1730,Jesse Turner,shannonbarker@example.com,JAPAN,ASIA,SILVER,TRUE
1731,Tracey Nelson,iwalker@example.org,FRANCE,EUROPE,NONE,FALSE
1732,Maria Cruz,danielgriffith@example.net,SWEDEN,EUROPE,GREEN,TRUE
1733,Brett Atkins,julie01@example.net,JAPAN,ASIA,SILVER,TRUE
1734,Ashley Roach,lisa89@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
1735,Kendra White,amadden@example.org,AUSTRALIA,APAC,NONE,TRUE
1736,Erin Norris,abradley@example.com,FRANCE,EUROPE,NONE,TRUE
1737,Brian Torres,zking@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
1738,Lori Santiago,cody79@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
1739,Erika Hodge,thomas38@example.com,UNITED STATES,AMERICA,SILVER,TRUE
1740,Jeffrey Hart DDS,cunninghamderrick@example.com,GERMANY,EUROPE,GOLD,FALSE
1741,Christine Gutierrez,garciaveronica@example.net,UNITED STATES,AMERICA,GOLD,TRUE
1742,Chad Rojas,nathanjohnson@example.org,UNITED STATES,AMERICA,NONE,FALSE
1743,Jennifer Esparza,forozco@example.com,CANADA,AMERICA,GOLD,TRUE
1744,Lisa Davis,kylie83@example.org,GERMANY,EUROPE,NONE,FALSE
1745,Donald Jackson,howetracy@example.org,FRANCE,EUROPE,GREEN,FALSE
1746,Stacy Garcia,sandyramirez@example.com,UNITED STATES,AMERICA,GREEN,TRUE
1747,Taylor Mullins,anthonydavis@example.net,UNITED STATES,AMERICA,NONE,FALSE
1748,Mary Lee,jimwilliams@example.org,FRANCE,EUROPE,GREEN,FALSE
1749,Daniel Anderson,cbrown@example.org,FRANCE,EUROPE,GREEN,FALSE
1750,Amanda Swanson,michaelsherman@example.com,NETHERLANDS,EUROPE,GOLD,FALSE
1751,Jessica Watts,thomassmith@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1752,Christopher Cameron,wrodriguez@example.org,GERMANY,EUROPE,SILVER,FALSE
1753,Christian Rodriguez,hollymartin@example.net,CANADA,AMERICA,GREEN,FALSE
1754,Kristen Byrd,olivia29@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
1755,Cindy Cole,cherylnorton@example.com,CANADA,AMERICA,GREEN,FALSE
1756,Larry Howe,gonzalezkenneth@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1757,Brandon Perkins,rachelhall@example.net,GERMANY,EUROPE,NONE,FALSE
1758,Shannon Castro,lblankenship@example.net,FRANCE,EUROPE,SILVER,FALSE
1759,Brandy Holmes,laurenallen@example.org,CANADA,AMERICA,GREEN,FALSE
1760,Lisa Wilkerson,ambermiller@example.net,UNITED STATES,AMERICA,NONE,FALSE
1761,Debbie Rivera,mariawilliams@example.com,UNITED STATES,AMERICA,SILVER,TRUE
1762,Christine Pratt,hollydavis@example.org,GERMANY,EUROPE,SILVER,TRUE
1763,Andrea Le,rojasmarc@example.org,FRANCE,EUROPE,NONE,TRUE
1764,Wendy Morgan,cannonkimberly@example.net,FRANCE,EUROPE,NONE,FALSE
1765,Shari Sharp,morriskatherine@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1766,Angela Lee,gonzalespatricia@example.net,JAPAN,ASIA,GOLD,FALSE
1767,Richard Goodman,ballvanessa@example.com,JAPAN,ASIA,GREEN,FALSE
1768,Brian Rocha,karen42@example.org,CANADA,AMERICA,NONE,FALSE
1769,Brittany Barnett,hmitchell@example.org,GERMANY,EUROPE,GOLD,TRUE
1770,Roger Roberts,edwardstaylor@example.net,GERMANY,EUROPE,GREEN,TRUE
1771,Alexander Greene,stanleynina@example.com,GERMANY,EUROPE,NONE,TRUE
1772,Glenn Ward,alyssa66@example.net,UNITED STATES,AMERICA,GREEN,TRUE
1773,Jason Salinas,vickiwood@example.org,GERMANY,EUROPE,SILVER,FALSE
1774,Roberto Glover,jblair@example.net,GERMANY,EUROPE,SILVER,FALSE
1775,John Russell,robertchase@example.net,AUSTRALIA,APAC,NONE,FALSE
1776,Henry Lutz,davidbrown@example.org,GERMANY,EUROPE,NONE,TRUE
1777,Sharon King,zamorarose@example.net,UNITED STATES,AMERICA,GREEN,TRUE
1778,Mario Green,amywells@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1779,Jamie Gallagher,rossjohn@example.net,UNITED STATES,AMERICA,GREEN,TRUE
1780,Michael Montgomery,jessica89@example.net,UNITED STATES,AMERICA,GOLD,TRUE
1781,Monica Russell,andrewsuarez@example.net,AUSTRALIA,APAC,NONE,TRUE
1782,Nathan Kirk,tlewis@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1783,Shane Short,sonia62@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
1784,Jacqueline Roberts,lopezkristina@example.net,UNITED STATES,AMERICA,NONE,TRUE
1785,Gina Vega,james01@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1786,Jason Ramirez,william88@example.org,FRANCE,EUROPE,NONE,TRUE
1787,Monica Richardson,mariahill@example.net,GERMANY,EUROPE,GOLD,TRUE
1788,Julie Decker,nunezmatthew@example.com,UNITED STATES,AMERICA,NONE,TRUE
1789,Amy Farrell,jamesrobinson@example.com,SPAIN,EUROPE,GOLD,TRUE
1790,Joseph Matthews,fosterjeffrey@example.org,UNITED STATES,AMERICA,NONE,FALSE
1791,Ann Dawson,ufox@example.org,UNITED STATES,AMERICA,GOLD,FALSE
1792,Lisa Gonzalez,mccoyjames@example.org,SWEDEN,EUROPE,GREEN,FALSE
1793,Mathew Key,khanmelissa@example.net,UNITED STATES,AMERICA,NONE,FALSE
1794,Bradley Brady,uchang@example.com,UNITED STATES,AMERICA,SILVER,FALSE
1795,Tyler Garrison,smithjack@example.org,GERMANY,EUROPE,GREEN,TRUE
1796,Alyssa Rodriguez PhD,dunnmary@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
1797,Dana Bennett,fwalsh@example.com,NETHERLANDS,EUROPE,NONE,TRUE
1798,Samantha Carlson,nrangel@example.net,SWEDEN,EUROPE,NONE,FALSE
1799,Jacob Conner,normajones@example.net,UNITED STATES,AMERICA,NONE,TRUE
1800,Bryce Fox,daniel43@example.org,CANADA,AMERICA,GREEN,FALSE
1801,John Massey,katherinerussell@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1802,Brooke Lewis,charleshayes@example.com,UNITED STATES,AMERICA,NONE,FALSE
1803,Billy Scott,dominguezmeredith@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
1804,Joshua Shepard,gallegoscrystal@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1805,Timothy Patterson,stonecody@example.net,AUSTRALIA,APAC,NONE,FALSE
1806,Richard Smith,acevedonancy@example.org,UNITED STATES,AMERICA,NONE,TRUE
1807,Christina Myers,meyerskathryn@example.com,GERMANY,EUROPE,GREEN,TRUE
1808,Jesus Flores,corythompson@example.org,GERMANY,EUROPE,NONE,FALSE
1809,Gilbert Williams,lhicks@example.com,GERMANY,EUROPE,NONE,TRUE
1810,Karina Boone,phines@example.org,UNITED STATES,AMERICA,NONE,FALSE
1811,Victoria Guerra,kara01@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1812,Julian Leon,vdeleon@example.com,JAPAN,ASIA,NONE,FALSE
1813,Scott Durham,ricklewis@example.net,GERMANY,EUROPE,NONE,FALSE
1814,Nathaniel Brown,shannon09@example.org,UNITED STATES,AMERICA,SILVER,TRUE
1815,Wendy Carpenter,prattjustin@example.org,FRANCE,EUROPE,NONE,FALSE
1816,Michelle Chavez,brandi26@example.net,UNITED STATES,AMERICA,NONE,TRUE
1817,Loretta Garrett,qkane@example.com,UNITED STATES,AMERICA,NONE,FALSE
1818,Maria Malone,hdavis@example.com,JAPAN,ASIA,NONE,TRUE
1819,Richard Riley,dylancunningham@example.com,GERMANY,EUROPE,NONE,FALSE
1820,Jonathan Collins,stephaniezamora@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
1821,Richard Weiss,kimberly66@example.net,GERMANY,EUROPE,NONE,FALSE
1822,Teresa Russell,branchthomas@example.com,UNITED STATES,AMERICA,NONE,FALSE
1823,Joyce Butler,maygordon@example.org,GERMANY,EUROPE,SILVER,FALSE
1824,Tommy Ramsey,markbates@example.com,SPAIN,EUROPE,GOLD,FALSE
1825,Stephanie Meyer,hufftina@example.org,JAPAN,ASIA,GREEN,TRUE
1826,Toni Clay,jarvisrachel@example.net,FRANCE,EUROPE,SILVER,TRUE
1827,Gloria Dunn,richardhines@example.net,UNITED STATES,AMERICA,SILVER,FALSE
1828,Jessica Adams,wberry@example.com,FRANCE,EUROPE,GOLD,TRUE
1829,Tammy Robinson,gstokes@example.net,NETHERLANDS,EUROPE,SILVER,TRUE
1830,Sonya Miranda,ashley14@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
1831,Jennifer Hernandez,melissa40@example.org,GERMANY,EUROPE,GREEN,TRUE
1832,Carly Goodwin,smithmelissa@example.com,UNITED STATES,AMERICA,GREEN,TRUE
1833,Susan Price,wilsontina@example.com,GERMANY,EUROPE,SILVER,FALSE
1834,Angela Barnett,madison00@example.org,UNITED STATES,AMERICA,GREEN,FALSE
1835,Anthony Wong,cartercatherine@example.net,SWEDEN,EUROPE,NONE,TRUE
1836,Jesse Ayala,monicaavery@example.net,UNITED STATES,AMERICA,GREEN,FALSE
1837,Charles Blair,dananelson@example.com,JAPAN,ASIA,NONE,FALSE
1838,Kyle Myers,kleinshane@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
1839,Pamela Jenkins,caitlyncooper@example.net,JAPAN,ASIA,GREEN,TRUE
1840,Nichole Vasquez,dlivingston@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
1841,Tara Jones,andrew88@example.com,AUSTRALIA,APAC,SILVER,FALSE
1842,Cory Harris,christopheranderson@example.com,UNITED KINGDOM,EUROPE,GOLD,FALSE
1843,Timothy Harris,irodriguez@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
1844,Daniel Ferrell,erikamiller@example.org,JAPAN,ASIA,SILVER,FALSE
1845,Brian Christensen,mandypetty@example.com,UNITED STATES,AMERICA,NONE,TRUE
1846,Jon Berry,nicholas33@example.com,NETHERLANDS,EUROPE,NONE,TRUE
1847,Michael Phillips,brittany29@example.com,FRANCE,EUROPE,GREEN,FALSE
1848,Sean Carter,dudleycody@example.com,FRANCE,EUROPE,NONE,FALSE
1849,Anthony Hayes,marilyn67@example.net,GERMANY,EUROPE,SILVER,FALSE
1850,Charles Ford,kcontreras@example.org,GERMANY,EUROPE,NONE,TRUE
1851,Roy Fowler,lshannon@example.net,GERMANY,EUROPE,GOLD,TRUE
1852,Ashley Lee,ijackson@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
1853,Katherine Simon,bhall@example.org,FRANCE,EUROPE,GREEN,TRUE
1854,Kimberly Mcdowell,amyferrell@example.com,UNITED STATES,AMERICA,NONE,FALSE
1855,Darryl Christensen,vasquezjacqueline@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
1856,Jessica Becker,chavezisabel@example.com,JAPAN,ASIA,GREEN,FALSE
1857,Kathleen Mccullough,michellesmith@example.org,GERMANY,EUROPE,NONE,TRUE
1858,Charles Hopkins,henrysoto@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
1859,Angelica Long,alexis58@example.com,UNITED STATES,AMERICA,GREEN,FALSE
1860,Melissa Sullivan,jessicamills@example.org,FRANCE,EUROPE,NONE,FALSE
1861,Kenneth Murphy,wnovak@example.net,FRANCE,EUROPE,NONE,FALSE
1862,Kristin Ferguson,joe99@example.net,FRANCE,EUROPE,GREEN,FALSE
